Restaurant Name,Cuisines,Aggregate rating,Price range,City
Maxims Pastry Shop,"Bakery, Desserts, Fast Food, Beverages",4.2,1,New Delhi
Fong's Pizza,"Chinese, Pizza",4.6,2,Des Moines
Munch Nation,"Chinese, Fast Food",3.8,1,New Delhi
Flounders Chowder House,Seafood,3.9,3,Pensacola
Star Noodle,Asian,4.6,1,Rest of Hawaii
Buckhead Bar and Grill,"Seafood, Steak, Vegetarian",4.2,3,Columbus
Paragon,"Kerala, South Indian, Continental, North Indian, Seafood, Chinese",4.3,2,Kochi
SOHO South Cafe,"Cafe, Sandwich, Southern",4.3,2,Savannah
Miyabi Kyoto Japanese Steak House,"Chinese, Steak",4.6,3,Augusta
Cyber Hub Social,"Continental, American, Asian, North Indian",4.3,3,Gurgaon
Moti Mahal,"North Indian, Chinese",3.6,3,New Delhi
Bonne Bouche,"Italian, French",4.1,3,New Delhi
J. Christopher's,"Breakfast, Diner, Sandwich",4.3,2,Savannah
Leonard's Bakery,Unknown,4.7,1,Rest of Hawaii
Kimo's,"Hawaiian, Seafood, Steak",4.3,3,Rest of Hawaii
Embassy,"North Indian, Continental, European",3.5,4,New Delhi
Duck & Waffle,British,4.9,3,London
Blues,"Continental, Mexican, American, Italian, North Indian",3.7,3,New Delhi
Elf Cafe & Bar,"Italian, North Indian, Continental",3.3,3,New Delhi
Mumbai Local,"North Indian, Chinese, Street Food",4.2,3,Kolkata
The Grill On The Alley,"Steak, Seafood, Grill",4.4,3,Manchester
Nazeer Foods,"Mughlai, North Indian",3.6,2,Noida
Wok In The Clouds,"Chinese, Thai, Continental, North Indian",3.7,3,New Delhi
Jethro's BBQ,"American, BBQ",4.3,2,Des Moines
Nik Baker's,"Bakery, Desserts, Cafe",4.1,2,Chandigarh
Baking Bad,"Pizza, Italian",3.8,3,New Delhi
Swati Snacks,"Fast Food, Street Food, South Indian",4.4,2,Ahmedabad
Machan - The Taj Mahal Hotel,"North Indian, European, Continental",3.9,4,New Delhi
Federal Delicatessen,"Cafe, American",4.6,3,Auckland
Kihei Caffe,"American, Hawaiian",4.5,1,Rest of Hawaii
The Fatty Bao,"Asian, Sushi",4.1,3,New Delhi
Wailana Coffee House,"American, Breakfast, Hawaiian",4.2,2,Rest of Hawaii
Spice Caves,"North Indian, Chinese, Mughlai",4.2,3,Lucknow
Giovanni's Shrimp Truck,Seafood,4.5,2,Rest of Hawaii
Crystal Beer Parlor,"American, Bar Food",4.4,2,Savannah
Rocks on the River,"Pizza, Seafood, Steak",4.0,4,Savannah
Asian Haus,"Chinese, Thai, Asian, Malaysian, Vietnamese, Japanese",4.1,3,New Delhi
B. Matthew's Eatery,"American, Breakfast",4.1,2,Savannah
Pine & Dine,"North Indian, South Indian, Chinese",4.0,2,Hyderabad
The Black Sheep Bistro,"Seafood, Continental, European, German",4.7,4,Goa
Atlanta Highway Seafood Market,"Sandwich, Seafood, Cajun",4.9,2,Gainesville
Goose Feathers Cafe and Bakery,"Breakfast, Vegetarian",4.2,1,Savannah
My Bar & Restaurant,"North Indian, Chinese, Italian, Continental",3.2,2,New Delhi
Vikings,"Seafood, Filipino, Asian, European",4.2,4,Pasay City
National Highway 44,"Kashmiri, North Indian, Mughlai, South Indian, Maharashtrian, Gujarati",4.4,3,New Delhi
Blackout,"North Indian, European, Continental, Finger Food",3.9,3,Jaipur
Brooklyn Central,"American, Cafe",4.2,3,Chandigarh
Flying Mango,"BBQ, Caribbean, Cajun",4.5,3,Des Moines
Cafe Hawkers,"Chinese, Continental, North Indian",3.7,3,New Delhi
Dharma Blue,"Seafood, Sushi",4.1,3,Pensacola
Rustom's Parsi Bhonu,Parsi,4.2,3,New Delhi
The Night Factory,"North Indian, Chinese, Continental, Pizza",3.7,2,Chandigarh
Natural Ice Cream,Ice Cream,4.5,1,New Delhi
Guppy,"Japanese, Sushi",4.1,4,New Delhi
Coriander Leaf,"Mughlai, Pakistani, North Indian",3.8,3,Gurgaon
Boca Kitchen Bar Market,Breakfast,3.9,3,Tampa Bay
China Garden,Chinese,3.8,3,New Delhi
Dhaba,"Chinese, North Indian",3.7,3,New Delhi
Dhe Puttu,Kerala,4.4,2,Kochi
Din Tai Fung,"Asian, Chinese",4.3,3,Dubai
Huqqa,"Italian, World Cuisine",3.7,4,UAstanbul
Los Beto's,Mexican,4.4,1,Boise
A Dong Restaurant,"Asian, Vegetarian, Vietnamese, Bubble Tea",4.4,1,Des Moines
Kashi Art Cafe,"European, Cafe",4.2,2,Kochi
Cocoa Tree,"Italian, Seafood, Mediterranean, Desserts, Cafe",4.3,3,Kochi
Young Wild Free Cafe,"Cafe, Italian, Chinese, Continental",4.1,2,New Delhi
Zuka Choco-la,Desserts,4.2,2,Puducherry
Fork,"American, Burger",4.4,2,Boise
Hi_agen-Dazs,"Desserts, Ice Cream",4.0,2,New Delhi
Takosushi,"Mexican, Southwestern, Sushi",4.2,3,Augusta
Eggers Madhouse,Fast Food,4.0,2,Gurgaon
Tossin Pizza,"Pizza, Italian",4.1,2,New Delhi
Club Cubana,Finger Food,4.4,4,Goa
The Beer Cafe - BIGGIE,"Finger Food, North Indian, Italian",3.8,3,New Delhi
TabulaBeach Cafe,"European, American",3.8,3,New Delhi
Phonebooth Cafi,"North Indian, Continental, Chinese, Italian",4.1,2,New Delhi
Cactus Flower Cafe Navarre,"Mexican, Southwestern, Tex-Mex",4.2,2,Pensacola
Kargo,"Charcoal Grill, Italian, North Indian, European, Indonesian, Thai",4.4,2,Pune
Aslam Chicken,Mughlai,3.9,1,New Delhi
Taruveda Bistro,"Cafe, Italian, Japanese, Continental",4.2,3,Jaipur
Teasta,"Fast Food, Beverages",4.1,1,Noida
The Bee's Knees,"International, Tapas, Vegetarian",4.5,2,Augusta
Alkakori Alkauser,"Mughlai, North Indian",3.7,2,New Delhi
Indian Grill Company,"North Indian, Continental",3.7,3,New Delhi
Italiano,Italian,3.6,3,Gurgaon
Smaaash,"North Indian, Thai, Continental",3.9,3,Gurgaon
The Hungry Monkey,"European, Italian",3.7,4,New Delhi
The Barbeque Company,"North Indian, Chinese, Continental",4.2,3,New Delhi
Spiral - Sofitel Philippine Plaza Manila,"European, Asian, Indian",4.9,4,Pasay City
Captain Grub,"American, Fast Food",3.8,3,New Delhi
Beluga,"Seafood, Asian, Grill, Sushi",3.8,4,Cape Town
The Food Hall by Todd English,"American, Asian, Italian, Seafood",4.5,4,Taguig City
The Whippet,Cafe,4.3,3,Randburg
The Flashback,"Cafe, Italian, Chinese",3.7,2,New Delhi
Grandmama's Cafe,"Continental, Italian",3.8,3,Mumbai
Giapo,"Ice Cream, Desserts",4.7,1,Auckland
The Grand Trunk Road,"North Indian, Chinese",3.9,3,Hyderabad
Flatbread Neapolitan Pizzeria,"Italian, Pizza",4.6,2,Boise
Clocked,"American, Burger, Sandwich",4.2,1,Athens
Zerruco - The Ashok,"Mediterranean, Italian",4.4,4,New Delhi
"Game of Legends - Sports Bar, Grill, & Lounge","North Indian, Chinese, Continental, Italian",3.5,3,New Delhi
Johnny Rockets,"Fast Food, American, Burger",4.0,3,New Delhi
KFC,"American, Fast Food, Burger",2.7,2,Noida
The Royal Turban,"North Indian, Chinese",3.8,3,New Delhi
The Burger Club,"Burger, Fast Food",3.9,2,New Delhi
Boombox Cafe Reloaded,"North Indian, Mexican, Chinese, Italian",3.9,3,New Delhi
Sushi Masa,"Sushi, Japanese",4.9,3,Jakarta
Suruchi,"Gujarati, Rajasthani, North Indian, Fast Food",3.8,2,New Delhi
Lakshmi Coffee House,South Indian,3.8,1,Noida
Gaucho,"Argentine, American",4.5,4,Manchester
Marukame Udon,Japanese,4.9,1,Rest of Hawaii
Spaghetti Kitchen,Italian,3.8,4,New Delhi
Moets Shack,"Seafood, Continental, European",3.7,3,New Delhi
Fisherman's Cove,"Goan, North Indian, Chinese",3.8,3,Goa
Colonel's Kababz,"North Indian, Mughlai",3.2,2,New Delhi
Veg Gulati,North Indian,3.8,3,New Delhi
Depot Eatery and Oyster Bar,"Seafood, Kiwi",4.8,4,Auckland
Prost Brew Pub,"Italian, Continental, Chinese",4.1,3,Hyderabad
Chocolateria San Churro,"Bakery, Desserts, Fast Food",3.8,3,New Delhi
Walter's Coffee Roastery,Cafe,4.0,2,UAstanbul
Izakaya Kikufuji,Japanese,4.5,3,Makati City
Native Cafe,"Breakfast, Burger",4.2,2,Pensacola
Cappuccino Blast,"Cafe, Fast Food",4.0,2,Lucknow
Sasuraal,"North Indian, Mughlai",3.3,3,Gurgaon
Sautied Stories,"Cafe, Italian, Continental",4.2,2,Pune
Mamu's Infusion,"Italian, Chinese, Mexican, Thai, North Indian",4.0,3,Jaipur
Happy Hakka,"Chinese, Asian, Thai",3.6,2,Noida
Perron,Mexican,4.2,3,Sandton
Geoffrey's,"Asian, Continental, Italian, North Indian",3.0,4,Noida
Trappeze Pub,"Burger, Bar Food",4.2,2,Athens
Smokey's BBQ and Grill,"American, European",4.2,4,New Delhi
Baba Nagpal Corner,"North Indian, Street Food",4.1,1,New Delhi
Smok'n Pig B-B-Q,BBQ,4.1,2,Valdosta
Cafe Turtle,"Cafe, Italian, Lebanese",3.6,3,New Delhi
Sahibaos Barbeque by Ohriaos,"Hyderabadi, Awadhi",4.1,3,Hyderabad
Bocca Di Lupo,Italian,4.5,3,London
The Cafe,"American, Coffee and Tea",4.9,2,Des Moines
Lighthouse 13,"North Indian, European, Chinese",3.4,4,New Delhi
Tako Cheena by Pom Pom,"Asian, Latin American, Vegetarian",4.4,1,Orlando
BRONX Bar Exchange,"Chinese, Continental, North Indian, Mexican",4.1,4,Gurgaon
Bosphorous Turkish Cuisine,"Mediterranean, Turkish",4.2,3,Orlando
Maquina,"Continental, Tex-Mex",3.8,3,New Delhi
Pirates' House Restaurant,"American, Seafood, Steak",3.8,3,Savannah
Burma Burma,"Asian, Burmese",4.6,3,Gurgaon
The Immigrant Cafe,"North Indian, Italian, Continental",3.2,3,New Delhi
Defence Bakery,"Bakery, Fast Food",4.1,1,New Delhi
Bhimsain's Bengali Sweet House,"North Indian, South Indian, Chinese, Street Food, Mithai",3.4,1,New Delhi
The Tin Cow,"Burger, Bar Food",3.7,2,Pensacola
Big City Bread Cafe,"Breakfast, Sandwich",4.3,1,Athens
Vic's On The River,American,4.1,4,Savannah
Nagaland's Kitchen,"Chinese, Thai, Seafood, Naga",3.8,3,New Delhi
The University Bistro,"Cafe, Italian, Continental, Mexican, Mediterranean",3.6,2,New Delhi
The Fisherman's Wharf,"Continental, Goan, Seafood, North Indian",4.6,4,Goa
Bittercreek Ale House,"American, Bar Food",4.3,2,Boise
Informal,"North Indian, Spanish, Mediterranean",3.9,3,New Delhi
Grand Barbeque Buffet Restaurant,"Indian, Asian",4.4,3,Dubai
Gazebo,"Breakfast, Burger",4.4,2,Rest of Hawaii
Maison Des Desserts,"Cafe, Desserts",3.9,3,New Delhi
Perch Wine & Coffee Bar,"Cafe, European",4.2,4,New Delhi
Flying Pie Pizzaria,Pizza,4.1,2,Boise
Shokitini,"Asian, Japanese, Sushi",4.2,2,Athens
Burger Singh,"Burger, Juices, Finger Food",3.6,2,New Delhi
Rae's Coastal Cafe,"American, Caribbean, Seafood",4.9,3,Augusta
Dhaba - The Claridges,North Indian,3.9,4,New Delhi
Domino's Pizza,"Pizza, Fast Food",3.6,2,Noida
The Royal Peasant,Bar Food,4.4,1,Athens
Kuremal Mohan Lal Kulfi Wale,Ice Cream,4.5,1,New Delhi
Chai Point,"Tea, Fast Food",3.7,1,Gurgaon
Grub Shack,"Goan, Chinese, Indian, North Indian",4.3,3,Dubai
Taqueria Del Sol,"Mexican, Spanish",4.1,1,Athens
Kunzum Travel Cafe,Cafe,4.2,1,New Delhi
Blue Point Grill,Seafood,4.0,4,Princeton
Gemelli Cucina Bar,"Contemporary, Italian",4.8,4,Sandton
Varq - The Taj Mahal Hotel,"Seafood, North Indian",4.2,4,New Delhi
SuperHero Cafe,"Cafe, Chinese, Italian",3.8,2,New Delhi
Pizza Hut,"Italian, Pizza, Fast Food",3.5,3,New Delhi
Rang De Basanti Urban Dhaba,North Indian,4.4,3,New Delhi
The Great Kabab Factory,"North Indian, Mughlai",3.5,4,Noida
Barbacoa Restaurant,"Latin American, Steak",4.1,4,Boise
Eleven Course,"North Indian, Chinese, Italian, Mexican, Lebanese",4.0,3,New Delhi
R' ADDA,"Street Food, Burger, Desserts, Italian, Pizza, North Indian, European, Finger Food",4.0,3,Mumbai
NIU by Vikings,"Seafood, American, Mediterranean, Japanese",4.7,4,Taguig City
Eggs 'n Things,Breakfast,4.0,1,Rest of Hawaii
Villa Shanti,Continental,3.9,4,Puducherry
Turquoise Villa,Continental,4.0,3,Ahmedabad
For God's Cake,Bakery,3.9,1,New Delhi
Locavore,Filipino,4.8,3,Pasig City
The Great Kabab Factory - Radisson Blu Plaza Delhi,"North Indian, Mughlai",4.2,4,New Delhi
Django,French,4.3,3,Des Moines
Roy's,"Asian, European, Seafood",4.2,4,Rest of Hawaii
Superstar Cafi,"Cafe, Continental, Italian",4.2,2,New Delhi
Waterfront Seafood Market,"Seafood, Sushi",4.2,3,Des Moines
Via Delhi,"Indian, North Indian, Chinese",4.0,3,Abu Dhabi
Draft Gastro Pub,Bar Food,4.9,4,UAstanbul
Cheenos,"American, Italian",2.6,3,Noida
Giani's di Hatti,"Ice Cream, Mithai, North Indian, Street Food",4.3,1,New Delhi
Buffet 101,"Asian, European",4.0,4,Pasay City
The Breakfast Story,Cafe,4.5,2,Nagpur
Changezi Chicken,"North Indian, Mughlai",3.7,2,New Delhi
Haunted,"North Indian, Chinese, Arabian",3.8,2,Chennai
Wendy's,"Burger, Fast Food",3.7,1,Noida
L'Opera,"Bakery, Desserts, Fast Food",4.0,1,New Delhi
Mandarin Trail,Chinese,3.7,3,Noida
LPK Waterfront,Finger Food,3.7,4,Goa
Theos,"Desserts, Bakery, Fast Food",4.1,2,Noida
Bamboo Shoots,"Chinese, Seafood, Asian",3.9,3,Noida
Tibet Kitchen,"Tibetan, Chinese",3.5,2,New Delhi
Percussion,"Continental, North Indian, Asian",3.7,3,Lucknow
Truth Coffee,Cafe,4.4,2,Cape Town
Tanto Pizzeria,"Pizza, Italian",3.8,4,Puducherry
House of Commons,"Continental, Mediterranean, Italian, North Indian",4.0,3,New Delhi
Biryani Blues,"Biryani, Hyderabadi",4.0,3,New Delhi
Crazy Noodles,"Chinese, Thai",3.6,3,Noida
Leman Ki_lti_r,Restaurant Cafe,3.7,3,UAstanbul
Red Lobster,"Seafood, American",3.2,3,Dubai
736 A.D.,"North Indian, Continental, Italian, Chinese",4.1,2,New Delhi
La Bodega,Mexican,3.6,3,New Delhi
Najmat Lahore Restaurant,"Pakistani, Indian, Mughlai",4.2,3,Sharjah
Social on Main,"Contemporary, Burger, European",4.0,3,Sandton
Au Bon Pain,"Cafe, Bakery",3.7,2,Gurgaon
Cafe Terazza,"Cafe, Italian, Mexican, Chinese",3.9,2,Indore
Jaco's Bayfront Bar and Grille,Tapas,3.9,2,Pensacola
Midnight Chef,"North Indian, Chinese, Continental, Italian, Burger",3.4,3,Chandigarh
Tuscan Oven,"Italian, Mediterranean, Pizza",4.1,2,Pensacola
Tourist Janpath,"North Indian, American, Chinese",4.1,4,New Delhi
Rajasthali,"Gujarati, Rajasthani",2.9,2,Gurgaon
Applebee's,"American, Mexican, Burger",3.7,3,Dubai
Cafe Del Sol Botanico,"Italian, Pizza, Beverages, Desserts, Grill, Seafood",4.4,4,Sandton
Moet's Sizzlers,Continental,3.0,3,New Delhi
Khaaja Chowk,"North Indian, Mughlai, South Indian, Rajasthani, Street Food",3.6,3,Gurgaon
Cool Basil,"Asian, Sushi, Thai",4.1,2,Des Moines
Nafees Restaurant,"North Indian, Mughlai",4.0,3,Indore
Artusi Ristorante e Bar,Italian,4.1,4,New Delhi
The Indian Kaffe Express,Cafe,3.8,3,Puducherry
Saffron Mantra,"North Indian, Chinese",4.4,2,Secunderabad
{Niche} - Cafe & Bar,"North Indian, Chinese, Italian, Continental",4.1,3,New Delhi
Instapizza,"Pizza, Fast Food",3.8,2,New Delhi
Bell Pepperz,"Chinese, Italian, North Indian",3.9,3,New Delhi
Wow! Momo,Chinese,3.4,1,New Delhi
Kennedy's,"Chinese, Fast Food",4.1,1,New Delhi
7 Barrel Brew Pub,"North Indian, Continental, Chinese, Japanese, Italian, Thai",3.9,4,Gurgaon
New York Slice,"Pizza, Fast Food",3.7,2,New Delhi
Chungwa,"Chinese, Thai, Seafood",3.3,3,New Delhi
Cafe Le Rue @ The Landings,"American, Seafood, Cajun",4.6,2,Columbus
Circus,"North Indian, Chinese, Italian",4.0,3,New Delhi
Mad Mark's Creamery & Good Eats,"American, Ice Cream, Desserts",4.2,3,Pasig City
Salsa Mexican Grill,Mexican,4.3,4,Sandton
The Hamburg Inn No. 2 Inc.,"American, Breakfast, Burger",4.5,1,Cedar Rapids/Iowa City
Blue Water,"North Indian, Chinese, Continental",4.2,3,Pune
Chaayos,"Cafe, Tea",3.9,1,New Delhi
Brick 29,American,4.4,3,Boise
Coconuts Fish Cafe,Seafood,4.5,3,Rest of Hawaii
Om Sweets & Snacks,"North Indian, South Indian, Street Food, Mithai",3.5,2,Gurgaon
Anand Restaurant,North Indian,3.6,2,New Delhi
Thok (The House of Kakori),"North Indian, Mughlai, Chinese",3.4,2,New Delhi
A & A Pagliai's Pizza,Pizza,4.3,2,Cedar Rapids/Iowa City
Monkeypod Kitchen by Merriman,Burger,4.2,3,Rest of Hawaii
Mirch Masala MM Cafe,"North Indian, Chinese, Cafe",3.7,2,New Delhi
Amalfi,Italian,3.9,3,New Delhi
Purani Dilli's Al Karam Kebab House,"North Indian, Mughlai, Biryani",3.4,2,Gurgaon
Bloomsbury's Boutique Cafe and Artisan Bakery,"Cafe, Bakery, Desserts",4.2,2,Kochi
Jack 'n' Chill,"American, Italian, Cafe",3.6,2,New Delhi
Falafel Lovers,"Lebanese, Italian",4.3,2,Surat
Hemingway's Island Grill,"Caribbean, Seafood, Steak",3.5,3,Pensacola
Ingleside Village Pizza,"Pizza, Sandwich",4.9,1,Macon
Dhaba at Atta,"North Indian, Mughlai",3.8,3,Noida
Tursi's Latin King,"American, Italian",4.1,4,Des Moines
Depaul's,Fast Food,3.7,1,New Delhi
Dukes Pastry Shop,"Bakery, Fast Food",4.2,1,New Delhi
Tantra Asian Bistro,Asian,4.9,2,Davenport
Shake Shack,"American, Burger",4.1,2,London
Pizza Di Rocco,"Italian, Pizza",4.4,3,Abu Dhabi
The Grills King,"North Indian, Chinese, Continental",3.8,3,Gurgaon
Smoke On Water,"Continental, Mexican, Burger, American, Pizza, Tex-Mex",4.1,3,New Delhi
Jim Shaw's Seafood Grill & Bar,Seafood,4.6,2,Macon
Willoughby & Co.,"Seafood, Japanese, Sushi",4.4,4,Cape Town
The National,"International, Southern",4.1,3,Athens
La Dolce Vita Ristorante,Italian,4.1,3,Athens
Bharawan Da Dhaba,"North Indian, Fast Food",3.5,2,Amritsar
World In A Box,"Healthy Food, European, Continental, Salad",3.6,2,Gurgaon
RoadRomeo,"North Indian, Hyderabadi, Kashmiri, Chinese",4.0,3,New Delhi
Angels in my Kitchen,"Bakery, Desserts, Fast Food",3.8,1,New Delhi
Rajasthan Al Malaki,"Indian, North Indian",4.8,3,Sharjah
BTW,Street Food,3.7,1,New Delhi
Lucky Cat Coffee & Kitchen,"Cafe, Western",4.3,3,Jakarta
Carl's Jr.,"Burger, American, Fast Food",3.8,2,Noida
Maa Tara,"Bengali, North Indian",3.6,2,New Delhi
Guevarra's,Filipino,4.2,3,San Juan City
Themis Barbecue House,North Indian,3.8,3,New Delhi
Invitation,"North Indian, Chinese",3.6,3,New Delhi
Rhinehart's Oyster Bar,"Bar Food, Sandwich, Seafood",4.0,2,Augusta
Le Dupleix,"North Indian, French, Continental",3.8,4,Puducherry
Lulu's Chocolate Bar,"Coffee and Tea, Desserts",4.3,1,Savannah
Cafe 27,"North Indian, Chinese, Italian",3.6,3,New Delhi
Etal The Lounge Bar,"North Indian, Italian, Fast Food",3.2,4,New Delhi
Cherry Comet,"Ice Cream, Desserts",3.6,1,Gurgaon
La Vie,"Italian, European",3.9,3,New Delhi
City of Joy,Bengali,3.9,2,New Delhi
Bunta Bar,"Modern Indian, North Indian",3.9,3,New Delhi
Nayaab Haandi,"Pakistani, Indian",4.1,4,Sharjah
The Midnight Heroes,"North Indian, Biryani, Chinese, Fast Food",3.6,2,New Delhi
Chicken Inn,"North Indian, Mughlai, Chinese",3.6,3,New Delhi
Aroos Damascus,"Arabian, Middle Eastern",4.2,3,Sharjah
My Spice Kitchen,"North Indian, Mughlai, Biryani, Bengali",3.5,2,New Delhi
Cube - Tasting Kitchen,"European, Contemporary",4.9,4,Inner City
Choo Choo Eastside,"Japanese, Korean",3.9,1,Athens
Jughead's Fast Food Corner,"Chinese, Fast Food, North Indian",3.6,2,New Delhi
Pt. Gaya Prasad Shiv Charan Paranthe Wale,North Indian,3.6,1,New Delhi
Roka,"Japanese, Sushi",4.6,3,London
P.F. Chang's,Chinese,4.2,4,Abu Dhabi
Tucanos,Brazilian,4.0,3,Boise
Mellow Mushroom,"Italian, Pizza, Sandwich",4.4,2,Augusta
Zoeys Pizzeria,"Pizza, Sandwich",4.7,2,Cedar Rapids/Iowa City
The Coop,"Southern, Cajun, Soul Food",3.6,2,Orlando
Kabir Restaurant,"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich",3.8,2,Ahmedabad
Hungry - I,"Cafe, Italian, Chinese, Continental",3.7,2,Noida
Basil Tree,"Italian, North Indian, Chinese",3.4,3,Noida
Orleans,American,4.1,3,Auckland
Giuseppe's Pizza & Italian Specialities,"Desserts, Italian, Pizza",4.1,2,Augusta
The Big Mouth,"Grill, Steak, Burger, Sushi, Tapas",4.3,4,Sandton
Deez Biryani & Kebabs,"Biryani, North Indian, Mughlai",3.5,2,Noida
Mangosteen Cafe,"Cafe, Fast Food, Italian, Mexican",3.9,2,Indore
Uber Lounge,"Continental, North Indian, Italian",3.6,4,New Delhi
The Little Diner,"Continental, Chinese, Italian, Cafe",3.4,2,New Delhi
Irish Democrat,"American, BBQ, Burger",4.4,2,Cedar Rapids/Iowa City
Granite City Food & Brewery,"American, Breakfast, Burger",4.1,3,Cedar Rapids/Iowa City
Cafe All-Inn,"Cafe, Mexican, Italian, North Indian, Chinese",3.8,2,New Delhi
Chin Chin,Chinese,3.5,3,Gurgaon
Bernardo's,Goan,4.0,4,Gurgaon
Atlas World Grill,International,4.3,3,Cedar Rapids/Iowa City
Singh Ching,"North Indian, Chinese, Mughlai",3.4,2,New Delhi
Nite Bites,"North Indian, Chinese, Continental",3.7,2,Gurgaon
Sagar Gaire Fast Food,Fast Food,4.9,1,Bhopal
LIT Ultrabar,"Continental, American, North Indian, Chinese",3.6,3,Noida
Adda,"North Indian, Chinese, Mexican, Beverages",3.8,2,Bhubaneshwar
China Kitchen - Hyatt Regency,Chinese,4.0,4,New Delhi
Sethi's Restaurant & Barbeque,"North Indian, Chinese",3.7,2,New Delhi
Quote - The Eclectic Bar and Lounge,"Finger Food, European, North Indian",3.5,3,New Delhi
Chaophraya,Thai,4.3,4,Manchester
Olive Garden,"Italian, Pizza",4.1,4,Abu Dhabi
The Egg Factory,Breakfast,4.3,1,Boise
Nathu's Sweets,"North Indian, South Indian, Street Food, Mithai",3.3,2,New Delhi
Top Breads,"Bakery, Fast Food",3.5,1,Noida
Monarch Restaurant - Holiday Inn Jaipur City Centre,"North Indian, Chinese, Continental, Rajasthani",4.5,4,Jaipur
The Piano Man Jazz Club,"Mexican, American",4.2,3,New Delhi
Shagun,"Chinese, Thai, Tibetan, Japanese",3.9,2,New Delhi
24/7 Restaurant - The Lalit New Delhi,"Continental, North Indian, Italian, Asian",3.7,4,New Delhi
Bone Daddies,"Ramen, Japanese",4.6,3,London
Metro Dhaba,"North Indian, Fast Food, Chinese, Biryani, Mughlai",3.8,2,Noida
The Coffee Bean & Tea Leaf,Cafe,3.7,2,New Delhi
Delhi Club House,"North Indian, Continental, Asian",4.1,3,New Delhi
56 Ristorante Italiano,Italian,3.7,4,Gurgaon
Bisque Bakery,"Bakery, Fast Food",3.9,2,Gurgaon
Burger Factory,Fast Food,4.8,4,Goa
Secular House Canteen,"North Indian, Mughlai, Chinese",3.8,2,New Delhi
PappaRich,Malaysian,4.0,3,Auckland
Calamari,"Goan, Seafood, Chinese",4.2,3,Goa
Atul Chaat Corner,Street Food,3.8,1,New Delhi
10 Downing Street,"North Indian, Chinese",4.0,4,Indore
Baduzzi,Italian,4.6,4,Auckland
Stacks And Racks,"American, Burger, Fast Food",4.6,2,Mumbai
Pema's,"Chinese, Tibetan, Japanese",3.6,2,New Delhi
Eight - The Langham Hotel,European,4.7,4,Auckland
Fa Yian,Chinese,4.0,3,New Delhi
HuHot Mongolian Grill,"Asian, Chinese",4.0,2,Des Moines
Colours by Royal Cafe - Royal Inn,"North Indian, Mughlai, Chinese",4.2,3,Lucknow
Cafe Blue Tomato,"Continental, North Indian, Chinese, Cafe",3.2,3,New Delhi
Guido's Original New York Style Pizza,Pizza,4.3,1,Boise
